ID;Intervention Chirurgicale;stress chir cortico;Antibioprophylaxie;Dose;Alternative;Dose Alternative;SPECIALITE;RISQUE HEMORRAGIQUE;CONTRÔLE HEMORRAGIQUE;GRAVITE_V;GRAVITE_F;IOT;ALR;ALR_ALTERATIVE
OPH-ANT-01;Chirurgie de la cataracte simple ou combinée;faible;Céfuroxime (intracamérulaire);1 mg/0,1 mL;Moxifloxacine (intracamérulaire);0,480 mg/0,3 mL;OPHTALMO;NUL;STANDARD;1;0;ML;AUCUNE;LOCALE
OPH-POST-01;Chirurgie de la cornée, du glaucome, de la rétine ou du vitré;faible;Pas d'antibioprophylaxie;Non applicable;Non applicable;Non applicable;OPHTALMO;NUL;STANDARD;1;0;ML;AUCUNE;LOCALE
OPH-TRA-01;Traumatisme à globe ouvert;;Vancomycine + Ceftazidime (intravitréenne);"Vancomycine : 1 mg/0,1 mL; Ceftazidime : 2,25 mg/0,1 mL";Amikacine (intravitréenne);0,2 mg/0,1 mL;OPHTALMO;NUL;STANDARD;1;3;STANDARD;AUCUNE;AUCUNE
NEU-CRA-01;Craniotomie, ventriculoscopie, visiochirurgie;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis 1 g/4h;Clindamycine;900 mg IVL toutes les 6 h;NEUROCHIRURGIE;FAIBLE;RENFORCE;2;3;ARMEE;AUCUNE;AUCUNE
NEU-CRA-02;Biopsie cérébrale;;Pas d’antibioprophylaxie;N/A;N/A;N/A;NEUROCHIRURGIE;FAIBLE;RENFORCE;2;3;ARMEE;AUCUNE;AUCUNE
NEU-CRA-03;Chirurgie intracrânienne (trans-sphénoïdale/labyrinthique);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis 1 g/4h;Clindamycine;900 mg IVL toutes les 6 h;NEUROCHIRURGIE;FAIBLE;RENFORCE;2;3;ARMEE;AUCUNE;AUCUNE
NEU-DER-01;Dérivation ventriculaire externe/lombaire;;Pas d’antibioprophylaxie;N/A;N/A;N/A;NEUROCHIRURGIE;FAIBLE;RENFORCE;2;3;ARMEE;AUCUNE;AUCUNE
NEU-DER-02;Dérivation ventriculaire interne (péritonéale, atriale);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis 1 g/4h;Clindamycine;900 mg IVL toutes les 6 h;NEUROCHIRURGIE;FAIBLE;RENFORCE;2;3;ARMEE;AUCUNE;AUCUNE
NEU-CRA-04;Plaies crânio-cérébrales pénétrantes;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis 1 g/2h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL (dose unique);NEUROCHIRURGIE;MAJEUR;RENFORCE;3;4;ARMEE;AUCUNE;AUCUNE
RAC-INS-01;Chirurgie instrumentée du rachis avec mise en place de matériel en 1 temps;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);RACHIS;IMPORTANT;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
RAC-INS-02;Chirurgie instrumentée du rachis avec pose de matériel en 2 temps;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);RACHIS;IMPORTANT;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
RAC-INS-03;Reprise de matériel quel que soit le délai;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);RACHIS;IMPORTANT;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
RAC-INS-04;Chirurgie du rachis percutanée avec pose de matériel;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);RACHIS;IMPORTANT;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
RAC-SIM-01;Chirurgie du rachis sans mise en place de matériel;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;RACHIS;IMPORTANT;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
RAC-ABL-01;Ablation de matériel du rachis;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;RACHIS;IMPORTANT;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
NEU-STI-01;Pose de pompe à destination médullaire;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);NEUROCHIRURGIE;FAIBLE;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
NEU-STI-02;Pose d’électrode de stimulation cérébrale ou médullaire;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);NEUROCHIRURGIE;FAIBLE;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
NEU-STI-03;Pose de stimulateur;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine ou Vancomycine;900 mg IVL toutes les 6h ou 20 mg/kg IVL (dose unique);NEUROCHIRURGIE;FAIBLE;RENFORCE;1;2;ARMEE;AUCUNE;AUCUNE
ORL-RHI-01;Chirurgie sinusienne de polypose ou sinusite chronique;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;NEUROCHIRURGIE;FAIBLE;RENFORCE;1;2;NASALE;AUCUNE;AUCUNE
ORL-RHI-02;Chirurgie rhinologique avec mise en place de greffon;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Amoxicilline/Clavulanate;1 g IVL si >2h, puis toutes les 2h;ORL;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
ORL-RHI-03;Chirurgie rhinologique sans mise en place de greffon;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
ORL-CAR-01;Chirurgie carcinologique avec reconstruction par lambeau libre;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg dose unique;ORL;MAJEUR;STANDARD;2;1;DIFFICILE;AUCUNE;AUCUNE
ORL-CAR-02;Chirurgie carcinologique sans reconstruction;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;2;1;DIFFICILE;AUCUNE;AUCUNE
ORL-PHA-01;Amygdalectomie et/ou adénoïdectomie;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
ORL-THY-01;Thyroïdectomie totale;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
ORL-THY-02;Thyroïdectomie partielle;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
ORL-THY-03;Parathyroïdectomie;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
ORL-TRA-01;Trachéotomie chirurgicale;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;DIFFICILE;AUCUNE;LOCALE
ORL-SAL-01;Chirurgie des glandes salivaires avec ouverture bucco-pharyngée;faible;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg dose unique;ORL;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
ORL-SAL-02;Chirurgie des glandes salivaires sans ouverture bucco-pharyngée;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
ORL-LAR-01;Laryngoscopie en suspension diagnostique;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
ORL-OTO-01;Chirurgie otologique (tympanoplastie, stapédectomie, etc.);faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ORL;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
ORL-OTO-02;Implants cochléaires;faible;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Amoxicilline/Clavulanate;1 g IVL si >2h, puis toutes les 2h;ORL;FAIBLE;STANDARD;1;1;ARMEE;AUCUNE;AUCUNE
CMF-ORG-01;Chirurgie orthognatique;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie, puis 1 g/6h postop pendant 48h max;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à la fin de la chirurgie, puis 1 g/6h postop pendant 48h max;CMF;FAIBLE;STANDARD;1;1;DIFFICILE;AUCUNE;AUCUNE
CMF-ABL-01;Ablation de matériel;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CMF;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
CMF-DEN-01;Extractions de dents incluses, ectopiques ou en désinclusion;faible;Amoxicilline;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à la fin de la chirurgie;Clindamycine;900 mg IVL;CMF;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;LOCALE
CMF-DEN-02;Pose de matériel d’ancrage orthodontique;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CMF;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;LOCALE
CMF-DEN-03;Chirurgie apicale;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CMF;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;LOCALE
CMF-DEN-04;Chirurgie alvéolaire (greffes osseuses, sinus lift, etc.);;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CMF;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;LOCALE
CMF-TRA-01;Traumatologie maxillo-faciale (fractures mandibule, Lefort, etc.);;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à la fin de la chirurgie, puis 1 g/6h postop pendant 24h max;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie, puis 1 g/6h postop pendant 24h max;CMF;FAIBLE;STANDARD;1;2;DIFFICILE;AUCUNE;AUCUNE
CAR-CHI-01;Chirurgie des parois, cavités, valves du cœur, aorte ascendante et crosse aortique, avec ou sans CEC;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL (dose unique);CARDIAQUE;MAJEUR;RENFORCE;3;1;ARMEE;AUCUNE;AUCUNE
CAR-DRE-01;Drainage péricardique par thoracotomie ou sternotomie;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL (dose unique);CARDIAQUE;FAIBLE;RENFORCE;4;1;ARMEE;AUCUNE;AUCUNE
CAR-DRE-02;Fenêtre pleuropéricardique ou péritonéopéricardique;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL (dose unique);CARDIAQUE;FAIBLE;RENFORCE;4;1;ARMEE;AUCUNE;AUCUNE
CAR-CHI-02;Hémostase postopératoire après chirurgie cardiaque par sternotomie ou thoracotomie;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL (dose unique);CARDIAQUE;MAJEUR;RENFORCE;4;1;ARMEE;AUCUNE;AUCUNE
CAR-ASS-01;Transplantation cardiaque et assistance circulatoire de longue durée;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL (dose unique);CARDIAQUE;MAJEUR;RENFORCE;4;1;ARMEE;AUCUNE;AUCUNE
CAR-ASS-02;Assistance circulatoire de courte durée sans abord chirurgical (ECMO, Impella, CPIA, etc.);;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CARDIAQUE;MAJEUR;RENFORCE;4;1;ARMEE;AUCUNE;AUCUNE
CAR-ASS-03;Assistance circulatoire avec abord chirurgical (ECMO, Impella, etc.);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL (dose unique);CARDIAQUE;MAJEUR;RENFORCE;4;1;ARMEE;AUCUNE;AUCUNE
CDI-VAL-01;Bioprothèse de valve aortique par voie artérielle transcutanée (TAVI);;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-VAL-02;Autre bioprothèse valvulaire par voie transcutanée;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-STR-01;Fermeture d’auricule par voie percutanée avec implantation de matériel;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-STR-02;Rétrécissement de l’orifice atrioventriculaire gauche (MitraClip);;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-STR-03;Fermeture de communication interatriale ou de foramen ovale perméable;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-RYT-01;Implantation ou changement de stimulateur cardiaque ou défibrillateur;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-RYT-02;Implantation, explantation ou changement de sonde de stimulation;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-RYT-03;Exploration électrophysiologique endocavitaire atriale et/ou ventriculaire;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
CDI-RYT-04;Ablation de trouble du rythme cardiaque par cathéter;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;CARDIOLOGIE;FAIBLE;STANDARD;3;1;ML;AUCUNE;LOCALE+SEDATION
VAS-AOR-01;Chirurgie artérielle périphérique ou chirurgie aortique;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;VASCULAIRE;MAJEUR;STANDARD;3;1;STANDARD;AUCUNE;BNP
VAS-CAR-01;Chirurgie carotidienne avec mise en place de matériel;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;VASCULAIRE;MAJEUR;STANDARD;3;1;STANDARD;AUCUNE;LOCALE+SEDATION
VAS-CAR-02;Chirurgie carotidienne sans mise en place de matériel;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;VASCULAIRE;MAJEUR;STANDARD;3;3;STANDARD;AUCUNE;LOCALE+SEDATION
VAS-PER-01;Chirurgie des varices avec abord chirurgical du Scarpa;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;VASCULAIRE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
VAS-PER-02;Chirurgie des varices sans abord chirurgical du Scarpa;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;VASCULAIRE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
VAS-PER-03;Création ou reprise de fistule artério-veineuse avec matériel;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;VASCULAIRE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
VAS-PER-04;Création ou reprise de fistule artério-veineuse sans matériel;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;VASCULAIRE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
VAS-END-01;Procédures avec stent couvert ou endoprothèse;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h jusqu’à la fin de la chirurgie;Vancomycine ou Téicoplanine;20 mg/kg IVL ou 12 mg/kg IVL;VASCULAIRE;FAIBLE;STANDARD;2;2;STANDARD;AUCUNE;LOCALE+SEDATION
VAS-PER-05;Amputation de membre (hors contexte septique);;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à la fin de la chirurgie;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;VASCULAIRE;IMPORTANT;STANDARD;2;2;STANDARD;RA;BNP
THO-RES-01;Pneumonectomies ou lobectomies pulmonaires;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;APD
THO-RES-02;Pleuro-pneumonectomies;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;APD
THO-RES-03;Exérèses partielles non anatomiques simples ou multiples du poumon;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;APD
THO-RES-04;Segmentectomie pulmonaire unique ou multiple;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;APD
THO-RES-05;Réduction uni- ou bilatérale de volume pulmonaire;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;APD
