ID;Intervention Chirurgicale;stress chir cortico;Antibioprophylaxie;Dose;Alternative;Dose Alternative;SPECIALITE;RISQUE HEMORRAGIQUE;CONTRÔLE HEMORRAGIQUE;GRAVITE_V;GRAVITE_F;IOT;ALR;ALR_ALTERATIVE
THO-RES-06;Résection de bulle d'emphysème pulmonaire;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;FAIBLE;RENFORCE;2;1;SELECTIF;AUCUNE;APD
THO-RES-07;Exérèse de kyste hydatique du poumon;;Amoxicilline/Clavulanate ou Céfazoline ou Céfuroxime;"2 g IVL initiale, 1 g si >2h, puis toutes les 2h jusqu’à fin de chirurgie (Amoxicilline) ; 1 g si >4h, puis toutes les 4h (Céfazoline)";Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;AUCUNE
THO-MED-01;Chirurgie du médiastin;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;FAIBLE;RENFORCE;2;1;SELECTIF;AUCUNE;AUCUNE
THO-PLR-01;Chirurgie du pneumothorax;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;FAIBLE;RENFORCE;2;1;SELECTIF;AUCUNE;AUCUNE
THO-PLR-02;Chirurgie de la plèvre (patient non infecté);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;FAIBLE;RENFORCE;2;1;SELECTIF;AUCUNE;AUCUNE
THO-PLR-03;Chirurgie de paroi thoracique (avec ou sans pose de matériel);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;FAIBLE;RENFORCE;2;1;SELECTIF;AUCUNE;AUCUNE
THO-MED-02;Médiastinoscopie avec ou sans biopsie;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;THORACIQUE;FAIBLE;RENFORCE;2;1;ARMEE;AUCUNE;AUCUNE
THO-PLR-04;Thoracoscopie/pleuroscopie, avec ou sans biopsie, abrasion ou talcage;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;THORACIQUE;FAIBLE;RENFORCE;2;1;SELECTIF;AUCUNE;AUCUNE
THO-END-01;Pose de prothèse endo-bronchique ou trachéale;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;FAIBLE;RENFORCE;2;1;STANDARD;AUCUNE;LOCALE+SEDATION
THO-END-02;Destruction d’une ou plusieurs tumeurs bronchopulmonaires par radiofréquence guidée par scanner;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;THORACIQUE;FAIBLE;RENFORCE;2;1;STANDARD;AUCUNE;AUCUNE
THO-END-03;Biopsie pulmonaire par voie transcutanée;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;THORACIQUE;FAIBLE;RENFORCE;2;1;STANDARD;AUCUNE;AUCUNE
THO-TRA-01;Trachéotomie chirurgicale;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;DIFFICILE;AUCUNE;LOCALE+SEDATION
THO-TRA-02;Suture ou résection-anastomose de bronche (cervicotomie ou thoracotomie);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;ARMEE;AUCUNE;AUCUNE
THO-TRA-03;Plastie ou fermeture d’orifice de trachéostomie ou trachéotomie;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;DIFFICILE;AUCUNE;AUCUNE
THO-TRA-04;Tuteur trachéal (cervicotomie);;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;DIFFICILE;AUCUNE;AUCUNE
THO-TRA-05;Plastie de trachée par autogreffe ou lambeau;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;ARMEE;AUCUNE;AUCUNE
THO-TRA-06;Remplacement de trachée par prothèse;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;ARMEE;AUCUNE;AUCUNE
THO-TRA-07;Résection-anastomose de trachée ou de bifurcation trachéale;;Céfazoline;2 g IVL initiale, 1 g si >4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;3;1;ARMEE;AUCUNE;AUCUNE
THO-OES-01;Chirurgie œsophagienne (œsophagectomie, excision de tumeur, traitement de diverticule);;Céfazoline ou Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >4h (Céfazoline) ou 1 g si >2h (Amoxicilline);Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;THORACIQUE;MAJEUR;RENFORCE;3;1;SELECTIF;AUCUNE;APD
THO-END-04;Radiologie interventionnelle des voies respiratoires ou du poumon;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;2;1;STANDARD;AUCUNE;LOCALE+SEDATION
THO-END-05;Fibroscopie ou écho-endoscopie diagnostique;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;2;1;VS;AUCUNE;LOCALE+SEDATION
THO-END-06;Pose de prothèse endo-bronchique, trachéale ou mise en place de valves unidirectionnelle;;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;2;1;STANDARD;AUCUNE;LOCALE+SEDATION
THO-END-07;Endoscopie thérapeutique : dilatation, laser;faible;Amoxicilline/Clavulanate;2 g IVL initiale, 1 g si >2h, puis toutes les 2h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;2;1;VS;AUCUNE;LOCALE+SEDATION
THO-RES-08;Transplantation mono ou bipulmonaire avec ou sans circulation extra-corporelle;;Selon protocole local;Variable selon colonisation et antibiothérapie préexistante;Non applicable;Non applicable;ENDOSCOPIE THORACIQUE;FAIBLE;STANDARD;2;1;SELECTIF;AUCUNE;AUCUNE
PLA-MAM-01;Reconstruction mammaire avec implant ou prothèse;;Céfazoline;2 g IVL;1 g toutes les 4h si chirurgie >4h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;ML/IOT;AUCUNE;AUCUNE
PLA-MAM-02;Reconstruction mammaire par lambeau;;Amoxicilline/Clavulanate;2 g IVL;1 g toutes les 2h si chirurgie >2h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;ML/IOT;AUCUNE;AUCUNE
PLA-MAM-03;Réduction mammaire;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML/IOT;AUCUNE;AUCUNE
PLA-MAM-04;Lipofilling mammaire (<200 mL, durée ≤2h);;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML/IOT;AUCUNE;AUCUNE
PLA-MAM-05;Lipofilling mammaire (>200 mL ou durée >2h);;Céfazoline;2 g IVL;1 g toutes les 4h si chirurgie >4h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;ML/IOT;AUCUNE;AUCUNE
PLA-MAM-06;Exérèse de gynécomastie;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML/IOT;AUCUNE;AUCUNE
PLA-COR-01;Brachioplastie (lifting des bras);;Céfazoline;2 g IVL;1 g toutes les 4h si chirurgie >4h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-COR-02;Cruroplastie (lifting des cuisses);;Céfazoline;2 g IVL;1 g toutes les 4h si chirurgie >4h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-COR-03;Body-lift;;Céfazoline;2 g IVL;1 g toutes les 4h si chirurgie >4h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-COR-04;Abdominoplastie (plastie abdominale);;Céfazoline;2 g IVL;1 g toutes les 4h si chirurgie >4h;Clindamycine ou Vancomycine ou Téicoplanine;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-FAC-01;Otoplastie;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;LOCALE
PLA-FAC-02;Blépharoplastie;;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;LOCALE
PLA-FAC-03;Lifting cervico-facial ou mask-lift (durée ≤ 2h);;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;AUCUNE
PLA-FAC-04;Lifting cervico-facial ou mask-lift (durée > 2h, avec greffon ou remodelage osseux);;Céfazoline;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine ou Vancomycine ou Téicoplanine;900 mg IVL ou 20 mg/kg IVL ou 12 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-FAC-05;Septo-rhinoplastie avec ou sans greffe de cartilage;;Céfazoline;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine ou Vancomycine ou Téicoplanine;900 mg IVL ou 20 mg/kg IVL ou 12 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-FAC-06;Implants ou appositions modelantes à la face (malaire);;Céfazoline;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine ou Vancomycine ou Téicoplanine;900 mg IVL ou 20 mg/kg IVL ou 12 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-FAC-07;Frontoplastie;;Céfazoline;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine ou Vancomycine ou Téicoplanine;900 mg IVL ou 20 mg/kg IVL ou 12 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-FAC-08;Génioplastie (avec ou sans implant);;Amoxicilline/Clavulanate;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-FAC-09;Chirurgie orthognatique avec ouverture buccale;;Amoxicilline/Clavulanate;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-FAC-10;Autogreffes capillaires de réimplantation;faible;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;LOCALE
PLA-FAC-11;Chirurgie de la face avec reconstruction par lambeau (abord endo-oral);;Amoxicilline/Clavulanate;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine + Gentamicine;900 mg IVL + 6-7 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-FAC-12;Chirurgie de la face avec reconstruction par lambeau (abord extra-oral sans contamination, durée ≤ 2h);;Pas d’antibioprophylaxie;Non applicable;Non applicable;Non applicable;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-FAC-13;Chirurgie de la face avec reconstruction par lambeau (abord extra-oral sans contamination, durée > 2h);;Céfazoline;2 g IVL 1 g si durée > 4h, puis toutes les 4h;Clindamycine ou Vancomycine ou Téicoplanine;900 mg IVL ou 20 mg/kg IVL ou 12 mg/kg IVL;PLASTIQUE;FAIBLE;STANDARD;1;1;NASALE;AUCUNE;AUCUNE
PLA-CUT-01;Transfert adipocytaire libre : < 200 mL ET durée ≤ 2h;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;LOCALE+SEDATION
PLA-CUT-02;Transfert adipocytaire libre : > 200 mL ou durée > 2h;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
PLA-CUT-03;Greffes cutanées (hors brûlure);;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-CUT-04;Pose de substitut dermique;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-CUT-05;Expansion cutanée avec prothèse : Pose de prothèse(s) d’expansion;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;ML-IOT;AUCUNE;AUCUNE
PLA-CUT-06;Expansion cutanée avec prothèse : Gonflage de prothèse;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;LOCALE
PLA-CUT-07;Lambeaux libres microchirurgicaux ou pédiculés;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-CUT-08;Plastie(s) cutanée(s);;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-CUT-09;Tumorectomie cutanée;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;LOCALE
PLA-ONC-01;Chirurgie de ganglion sentinelle;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;ML;AUCUNE;BNP
PLA-ONC-02;Curage ganglionnaire axillaire ou inguinal seul;faible;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-01;Pose de prothèse testiculaire;faible;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-02;Pose de prothèse pénienne;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-03;Armature d’un néo-pénis;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-GEN-04;Pose de prothèses gonflables (hydrauliques) avec composants extra-caverneux;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-05;Pose de prothèses semi-rigides;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-06;Urétroplastie, vaginoplastie et vestibuloplastie avec enfouissement ou réduction du clitoris, pour féminisation;;Amoxicilline/Clavulanate;2 g IVL initialement, puis 1 g si durée > 2h, à répéter toutes les 2h jusqu’à la fin de la chirurgie;Gentamicine + Métronidazole;Respectivement 6–7 mg/kg + 1 g;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-07;Création d’un néo-vagin et d’une néo-vulve +/- greffe de peau;;Amoxicilline/Clavulanate;2 g IVL initialement, puis 1 g si durée > 2h, à répéter toutes les 2h jusqu’à la fin de la chirurgie;Gentamicine + Métronidazole;Respectivement 6–7 mg/kg + 1 g;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-GEN-08;Plastie des organes génitaux externes pour transsexualisme masculin;;Amoxicilline/Clavulanate;2 g IVL initialement, puis 1 g si durée > 2h, à répéter toutes les 2h jusqu’à la fin de la chirurgie;Gentamicine + Métronidazole;Respectivement 6–7 mg/kg + 1 g;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-GEN-09;Création d’un néo-vagin avec un segment intestinal : veille au soir;;Tobramycine + Métronidazole;Tobramycine : 200 mg per os (dose unique), Métronidazole : 1 g per os (dose unique);N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-GEN-10;Création d’un néo-vagin avec un segment intestinal : lors de la chirurgie;;Céfoxitine;2 g IVL initialement, puis 1 g si durée > 2h, à répéter toutes les 2h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-GEN-11;Phalloplastie par lambeau inguinal pédiculé, ou lambeau cutané libre, ou lambeau cutané tubulé pénien;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-FAC-14;Laryngoplastie par cervicotomie;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;DIFFICILE;AUCUNE;AUCUNE
PLA-GEN-12;Métoïdioplastie;;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, à répéter toutes les 4h jusqu’à la fin de la chirurgie;Clindamycine / Vancomycine / Téicoplanine;Respectivement 900 mg / 20 mg/kg / 12 mg/kg;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-BRU-01;Pansement de brûlure initial (mise à plat de phlyctènes, lavage) et secondaire sans geste chirurgical;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
PLA-BRU-02;Incision de décharge : Escarrotomie;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE
PLA-BRU-03;Incision de décharge : Aponévrotomie;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
PLA-BRU-04;Excision de brûlure sans couverture ou avec couverture temporaire (allo ou xénogreffe);;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
PLA-BRU-05;Autogreffe cutanée;;PAS D'ANTIBIOPROPHYLAXIE;N/A;N/A;N/A;PLASTIQUE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
